CODIGO_AUTO;CODIGO;DESCRIPCION;REFERENCIA;TIPO INSUMO;TIPO INSUMO DET;UND NEGOCIOS;CENTRO_COSTOS
6257;8257;LENTES DE CONTACTO IQ SOFT BIFOCAL -15.25;LCI-0006257;4;150;4;200102
6258;8258;LENTES DE CONTACTO IQ SOFT BIFOCAL -15.50;LCI-0006258;4;150;4;200102
6259;8259;LENTES DE CONTACTO IQ SOFT BIFOCAL -15.75;LCI-0006259;4;150;4;200102
6260;8260;LENTES DE CONTACTO IQ SOFT BIFOCAL -16.00;LCI-0006260;4;150;4;200102
6261;8261;LENTES DE CONTACTO IQ SOFT BIFOCAL -16.25;LCI-0006261;4;150;4;200102
6262;8262;LENTES DE CONTACTO IQ SOFT BIFOCAL -16.50;LCI-0006262;4;150;4;200102
6263;8263;LENTES DE CONTACTO IQ SOFT BIFOCAL -16.75;LCI-0006263;4;150;4;200102
6264;8264;LENTES DE CONTACTO IQ SOFT BIFOCAL -17.00;LCI-0006264;4;150;4;200102
6265;8265;LENTES DE CONTACTO IQ SOFT BIFOCAL -17.25;LCI-0006265;4;150;4;200102
6266;8266;LENTES DE CONTACTO IQ SOFT BIFOCAL -17.50;LCI-0006266;4;150;4;200102
6267;8267;LENTES DE CONTACTO IQ SOFT BIFOCAL -17.75;LCI-0006267;4;150;4;200102
6268;8268;LENTES DE CONTACTO IQ SOFT BIFOCAL -18.00;LCI-0006268;4;150;4;200102
6269;8269;LENTES DE CONTACTO IQ SOFT BIFOCAL -18.25;LCI-0006269;4;150;4;200102
6270;8270;LENTES DE CONTACTO IQ SOFT BIFOCAL -18.50;LCI-0006270;4;150;4;200102
6271;8271;LENTES DE CONTACTO IQ SOFT BIFOCAL -18.75;LCI-0006271;4;150;4;200102
6272;8272;LENTES DE CONTACTO IQ SOFT BIFOCAL -19.00;LCI-0006272;4;150;4;200102
6273;8273;LENTES DE CONTACTO IQ SOFT BIFOCAL -19.25;LCI-0006273;4;150;4;200102
6274;8274;LENTES DE CONTACTO IQ SOFT BIFOCAL -19.50;LCI-0006274;4;150;4;200102
6275;8275;LENTES DE CONTACTO IQ SOFT BIFOCAL -19.75;LCI-0006275;4;150;4;200102
6276;8276;LENTES DE CONTACTO IQ SOFT BIFOCAL -20.00;LCI-0006276;4;150;4;200102
6277;8277;LENTES DE CONTACTO IQ SOFT BIFOCAL -20.25;LCI-0006277;4;150;4;200102
6278;8278;LENTES DE CONTACTO IQ SOFT BIFOCAL -20.50;LCI-0006278;4;150;4;200102
6279;8279;LENTES DE CONTACTO IQ SOFT BIFOCAL -20.75;LCI-0006279;4;150;4;200102
6280;8280;LENTES DE CONTACTO IQ SOFT BIFOCAL -21.00;LCI-0006280;4;150;4;200102
6281;8281;LENTES DE CONTACTO IQ SOFT BIFOCAL -21.25;LCI-0006281;4;150;4;200102
6282;8282;LENTES DE CONTACTO IQ SOFT BIFOCAL -21.50;LCI-0006282;4;150;4;200102
6283;8283;LENTES DE CONTACTO IQ SOFT BIFOCAL -21.75;LCI-0006283;4;150;4;200102
6284;8284;LENTES DE CONTACTO IQ SOFT BIFOCAL -22.00;LCI-0006284;4;150;4;200102
6285;8285;LENTES DE CONTACTO IQ SOFT BIFOCAL -22.25;LCI-0006285;4;150;4;200102
6286;8286;LENTES DE CONTACTO IQ SOFT BIFOCAL -22.50;LCI-0006286;4;150;4;200102
6287;8287;LENTES DE CONTACTO IQ SOFT BIFOCAL -22.75;LCI-0006287;4;150;4;200102
6288;8288;LENTES DE CONTACTO IQ SOFT BIFOCAL -23.00;LCI-0006288;4;150;4;200102
6289;8289;LENTES DE CONTACTO IQ SOFT BIFOCAL -23.25;LCI-0006289;4;150;4;200102
6290;8290;LENTES DE CONTACTO IQ SOFT BIFOCAL -23.50;LCI-0006290;4;150;4;200102
6291;8291;LENTES DE CONTACTO IQ SOFT BIFOCAL -23.75;LCI-0006291;4;150;4;200102
6292;8292;LENTES DE CONTACTO IQ SOFT BIFOCAL -24.00;LCI-0006292;4;150;4;200102
6293;8293;LENTES DE CONTACTO IQ SOFT BIFOCAL -24.25;LCI-0006293;4;150;4;200102
6294;8294;LENTES DE CONTACTO IQ SOFT BIFOCAL -24.50;LCI-0006294;4;150;4;200102
6295;8295;LENTES DE CONTACTO IQ SOFT BIFOCAL -24.75;LCI-0006295;4;150;4;200102
6296;8296;LENTES DE CONTACTO IQ SOFT BIFOCAL -25.00;LCI-0006296;4;150;4;200102
6297;8297;LENTES DE CONTACTO IQ SOFT BIFOCAL -25.25;LCI-0006297;4;150;4;200102
6298;8298;LENTES DE CONTACTO IQ SOFT BIFOCAL -25.50;LCI-0006298;4;150;4;200102
6299;8299;LENTES DE CONTACTO IQ SOFT BIFOCAL -25.75;LCI-0006299;4;150;4;200102
6300;8300;LENTES DE CONTACTO IQ SOFT BIFOCAL -26.00;LCI-0006300;4;150;4;200102
6301;8301;LENTES DE CONTACTO IQ SOFT BIFOCAL -26.25;LCI-0006301;4;150;4;200102
6302;8302;LENTES DE CONTACTO IQ SOFT BIFOCAL -26.50;LCI-0006302;4;150;4;200102
6303;8303;LENTES DE CONTACTO IQ SOFT BIFOCAL -26.75;LCI-0006303;4;150;4;200102
6304;8304;LENTES DE CONTACTO IQ SOFT BIFOCAL -27.00;LCI-0006304;4;150;4;200102
6305;8305;LENTES DE CONTACTO IQ SOFT BIFOCAL -27.25;LCI-0006305;4;150;4;200102
6306;8306;LENTES DE CONTACTO IQ SOFT BIFOCAL -27.50;LCI-0006306;4;150;4;200102
6307;8307;LENTES DE CONTACTO IQ SOFT BIFOCAL -27.75;LCI-0006307;4;150;4;200102
6308;8308;LENTES DE CONTACTO IQ SOFT BIFOCAL -28.00;LCI-0006308;4;150;4;200102
6309;8309;LENTES DE CONTACTO IQ SOFT BIFOCAL -28.25;LCI-0006309;4;150;4;200102
6310;8310;LENTES DE CONTACTO IQ SOFT BIFOCAL -28.50;LCI-0006310;4;150;4;200102
6311;8311;LENTES DE CONTACTO IQ SOFT BIFOCAL -28.75;LCI-0006311;4;150;4;200102
6312;8312;LENTES DE CONTACTO IQ SOFT BIFOCAL -29.00;LCI-0006312;4;150;4;200102
6313;8313;LENTES DE CONTACTO IQ SOFT BIFOCAL -29.25;LCI-0006313;4;150;4;200102
6314;8314;LENTES DE CONTACTO IQ SOFT BIFOCAL -29.50;LCI-0006314;4;150;4;200102
6315;8315;LENTES DE CONTACTO IQ SOFT BIFOCAL -29.75;LCI-0006315;4;150;4;200102
6316;8316;LENTES DE CONTACTO IQ SOFT BIFOCAL -30.00;LCI-0006316;4;150;4;200102
6317;8317;LENTES DE CONTACTO IQ SOFT COSMETICO +30.00;LCI-0006317;4;150;4;200102
6318;8318;LENTES DE CONTACTO IQ SOFT COSMETICO +29.75;LCI-0006318;4;150;4;200102
6319;8319;LENTES DE CONTACTO IQ SOFT COSMETICO +29.50;LCI-0006319;4;150;4;200102
6320;8320;LENTES DE CONTACTO IQ SOFT COSMETICO +29.25;LCI-0006320;4;150;4;200102
6321;8321;LENTES DE CONTACTO IQ SOFT COSMETICO +29.00;LCI-0006321;4;150;4;200102
6322;8322;LENTES DE CONTACTO IQ SOFT COSMETICO +28.75;LCI-0006322;4;150;4;200102
6323;8323;LENTES DE CONTACTO IQ SOFT COSMETICO +28.50;LCI-0006323;4;150;4;200102
6324;8324;LENTES DE CONTACTO IQ SOFT COSMETICO +28.25;LCI-0006324;4;150;4;200102
6325;8325;LENTES DE CONTACTO IQ SOFT COSMETICO +28.00;LCI-0006325;4;150;4;200102
6326;8326;LENTES DE CONTACTO IQ SOFT COSMETICO +27.75;LCI-0006326;4;150;4;200102
6327;8327;LENTES DE CONTACTO IQ SOFT COSMETICO +27.50;LCI-0006327;4;150;4;200102
6328;8328;LENTES DE CONTACTO IQ SOFT COSMETICO +27.25;LCI-0006328;4;150;4;200102
6329;8329;LENTES DE CONTACTO IQ SOFT COSMETICO +27.00;LCI-0006329;4;150;4;200102
6330;8330;LENTES DE CONTACTO IQ SOFT COSMETICO +26.75;LCI-0006330;4;150;4;200102
6331;8331;LENTES DE CONTACTO IQ SOFT COSMETICO +26.50;LCI-0006331;4;150;4;200102
6332;8332;LENTES DE CONTACTO IQ SOFT COSMETICO +26.25;LCI-0006332;4;150;4;200102
6333;8333;LENTES DE CONTACTO IQ SOFT COSMETICO +26.00;LCI-0006333;4;150;4;200102
6334;8334;LENTES DE CONTACTO IQ SOFT COSMETICO +25.75;LCI-0006334;4;150;4;200102
6335;8335;LENTES DE CONTACTO IQ SOFT COSMETICO +25.50;LCI-0006335;4;150;4;200102
6336;8336;LENTES DE CONTACTO IQ SOFT COSMETICO +25.25;LCI-0006336;4;150;4;200102
6337;8337;LENTES DE CONTACTO IQ SOFT COSMETICO +25.00;LCI-0006337;4;150;4;200102
6338;8338;LENTES DE CONTACTO IQ SOFT COSMETICO +24.75;LCI-0006338;4;150;4;200102
6339;8339;LENTES DE CONTACTO IQ SOFT COSMETICO +24.50;LCI-0006339;4;150;4;200102
6340;8340;LENTES DE CONTACTO IQ SOFT COSMETICO +24.25;LCI-0006340;4;150;4;200102
6341;8341;LENTES DE CONTACTO IQ SOFT COSMETICO +24.00;LCI-0006341;4;150;4;200102
6342;8342;LENTES DE CONTACTO IQ SOFT COSMETICO +23.75;LCI-0006342;4;150;4;200102
6343;8343;LENTES DE CONTACTO IQ SOFT COSMETICO +23.50;LCI-0006343;4;150;4;200102
6344;8344;LENTES DE CONTACTO IQ SOFT COSMETICO +23.25;LCI-0006344;4;150;4;200102
6345;8345;LENTES DE CONTACTO IQ SOFT COSMETICO +23.00;LCI-0006345;4;150;4;200102
6346;8346;LENTES DE CONTACTO IQ SOFT COSMETICO +22.75;LCI-0006346;4;150;4;200102
6347;8347;LENTES DE CONTACTO IQ SOFT COSMETICO +22.50;LCI-0006347;4;150;4;200102
6348;8348;LENTES DE CONTACTO IQ SOFT COSMETICO +22.25;LCI-0006348;4;150;4;200102
6349;8349;LENTES DE CONTACTO IQ SOFT COSMETICO +22.00;LCI-0006349;4;150;4;200102
6350;8350;LENTES DE CONTACTO IQ SOFT COSMETICO +21.75;LCI-0006350;4;150;4;200102
6351;8351;LENTES DE CONTACTO IQ SOFT COSMETICO +21.50;LCI-0006351;4;150;4;200102
6352;8352;LENTES DE CONTACTO IQ SOFT COSMETICO +21.25;LCI-0006352;4;150;4;200102
6353;8353;LENTES DE CONTACTO IQ SOFT COSMETICO +21.00;LCI-0006353;4;150;4;200102
6354;8354;LENTES DE CONTACTO IQ SOFT COSMETICO +20.75;LCI-0006354;4;150;4;200102
6355;8355;LENTES DE CONTACTO IQ SOFT COSMETICO +20.50;LCI-0006355;4;150;4;200102
6356;8356;LENTES DE CONTACTO IQ SOFT COSMETICO +20.25;LCI-0006356;4;150;4;200102
6357;8357;LENTES DE CONTACTO IQ SOFT COSMETICO +20.00;LCI-0006357;4;150;4;200102
6358;8358;LENTES DE CONTACTO IQ SOFT COSMETICO +19.75;LCI-0006358;4;150;4;200102
6359;8359;LENTES DE CONTACTO IQ SOFT COSMETICO +19.50;LCI-0006359;4;150;4;200102
6360;8360;LENTES DE CONTACTO IQ SOFT COSMETICO +19.25;LCI-0006360;4;150;4;200102
6361;8361;LENTES DE CONTACTO IQ SOFT COSMETICO +19.00;LCI-0006361;4;150;4;200102
6362;8362;LENTES DE CONTACTO IQ SOFT COSMETICO +18.75;LCI-0006362;4;150;4;200102
6363;8363;LENTES DE CONTACTO IQ SOFT COSMETICO +18.50;LCI-0006363;4;150;4;200102
6364;8364;LENTES DE CONTACTO IQ SOFT COSMETICO +18.25;LCI-0006364;4;150;4;200102
6365;8365;LENTES DE CONTACTO IQ SOFT COSMETICO +18.00;LCI-0006365;4;150;4;200102
6366;8366;LENTES DE CONTACTO IQ SOFT COSMETICO +17.75;LCI-0006366;4;150;4;200102
6367;8367;LENTES DE CONTACTO IQ SOFT COSMETICO +17.50;LCI-0006367;4;150;4;200102
6368;8368;LENTES DE CONTACTO IQ SOFT COSMETICO +17.25;LCI-0006368;4;150;4;200102
6369;8369;LENTES DE CONTACTO IQ SOFT COSMETICO +17.00;LCI-0006369;4;150;4;200102
6370;8370;LENTES DE CONTACTO IQ SOFT COSMETICO +16.75;LCI-0006370;4;150;4;200102
6371;8371;LENTES DE CONTACTO IQ SOFT COSMETICO +16.50;LCI-0006371;4;150;4;200102
6372;8372;LENTES DE CONTACTO IQ SOFT COSMETICO +16.25;LCI-0006372;4;150;4;200102
6373;8373;LENTES DE CONTACTO IQ SOFT COSMETICO +16.00;LCI-0006373;4;150;4;200102
6374;8374;LENTES DE CONTACTO IQ SOFT COSMETICO +15.75;LCI-0006374;4;150;4;200102
6375;8375;LENTES DE CONTACTO IQ SOFT COSMETICO +15.50;LCI-0006375;4;150;4;200102
6376;8376;LENTES DE CONTACTO IQ SOFT COSMETICO +15.25;LCI-0006376;4;150;4;200102
6377;8377;LENTES DE CONTACTO IQ SOFT COSMETICO +15.00;LCI-0006377;4;150;4;200102
6378;8378;LENTES DE CONTACTO IQ SOFT COSMETICO +14.75;LCI-0006378;4;150;4;200102
6379;8379;LENTES DE CONTACTO IQ SOFT COSMETICO +14.50;LCI-0006379;4;150;4;200102
6380;8380;LENTES DE CONTACTO IQ SOFT COSMETICO +14.25;LCI-0006380;4;150;4;200102
6381;8381;LENTES DE CONTACTO IQ SOFT COSMETICO +14.00;LCI-0006381;4;150;4;200102
6382;8382;LENTES DE CONTACTO IQ SOFT COSMETICO +13.75;LCI-0006382;4;150;4;200102
6383;8383;LENTES DE CONTACTO IQ SOFT COSMETICO +13.50;LCI-0006383;4;150;4;200102
6384;8384;LENTES DE CONTACTO IQ SOFT COSMETICO +13.25;LCI-0006384;4;150;4;200102
6385;8385;LENTES DE CONTACTO IQ SOFT COSMETICO +13.00;LCI-0006385;4;150;4;200102
6386;8386;LENTES DE CONTACTO IQ SOFT COSMETICO +12.75;LCI-0006386;4;150;4;200102
6387;8387;LENTES DE CONTACTO IQ SOFT COSMETICO +12.50;LCI-0006387;4;150;4;200102
6388;8388;LENTES DE CONTACTO IQ SOFT COSMETICO +12.25;LCI-0006388;4;150;4;200102
6389;8389;LENTES DE CONTACTO IQ SOFT COSMETICO +12.00;LCI-0006389;4;150;4;200102
6390;8390;LENTES DE CONTACTO IQ SOFT COSMETICO +11.75;LCI-0006390;4;150;4;200102
6391;8391;LENTES DE CONTACTO IQ SOFT COSMETICO +11.50;LCI-0006391;4;150;4;200102
6392;8392;LENTES DE CONTACTO IQ SOFT COSMETICO +11.25;LCI-0006392;4;150;4;200102
6393;8393;LENTES DE CONTACTO IQ SOFT COSMETICO +11.00;LCI-0006393;4;150;4;200102
6394;8394;LENTES DE CONTACTO IQ SOFT COSMETICO +10.75;LCI-0006394;4;150;4;200102
6395;8395;LENTES DE CONTACTO IQ SOFT COSMETICO +10.50;LCI-0006395;4;150;4;200102
6396;8396;LENTES DE CONTACTO IQ SOFT COSMETICO +10.25;LCI-0006396;4;150;4;200102
6397;8397;LENTES DE CONTACTO IQ SOFT COSMETICO +10.00;LCI-0006397;4;150;4;200102
6398;8398;LENTES DE CONTACTO IQ SOFT COSMETICO +9.75;LCI-0006398;4;150;4;200102
6399;8399;LENTES DE CONTACTO IQ SOFT COSMETICO +9.50;LCI-0006399;4;150;4;200102
6400;8400;LENTES DE CONTACTO IQ SOFT COSMETICO +9.25;LCI-0006400;4;150;4;200102
6401;8401;LENTES DE CONTACTO IQ SOFT COSMETICO +9.00;LCI-0006401;4;150;4;200102
6402;8402;LENTES DE CONTACTO IQ SOFT COSMETICO +8.75;LCI-0006402;4;150;4;200102
6403;8403;LENTES DE CONTACTO IQ SOFT COSMETICO +8.50;LCI-0006403;4;150;4;200102
6404;8404;LENTES DE CONTACTO IQ SOFT COSMETICO +8.25;LCI-0006404;4;150;4;200102
6405;8405;LENTES DE CONTACTO IQ SOFT COSMETICO +8.00;LCI-0006405;4;150;4;200102
6406;8406;LENTES DE CONTACTO IQ SOFT COSMETICO +7.75;LCI-0006406;4;150;4;200102
6407;8407;LENTES DE CONTACTO IQ SOFT COSMETICO +7.50;LCI-0006407;4;150;4;200102
6408;8408;LENTES DE CONTACTO IQ SOFT COSMETICO +7.25;LCI-0006408;4;150;4;200102
6409;8409;LENTES DE CONTACTO IQ SOFT COSMETICO +7.00;LCI-0006409;4;150;4;200102
6410;8410;LENTES DE CONTACTO IQ SOFT COSMETICO +6.75;LCI-0006410;4;150;4;200102
6411;8411;LENTES DE CONTACTO IQ SOFT COSMETICO +6.50;LCI-0006411;4;150;4;200102
6412;8412;LENTES DE CONTACTO IQ SOFT COSMETICO +6.25;LCI-0006412;4;150;4;200102
6413;8413;LENTES DE CONTACTO IQ SOFT COSMETICO +6.00;LCI-0006413;4;150;4;200102
6414;8414;LENTES DE CONTACTO IQ SOFT COSMETICO +5.75;LCI-0006414;4;150;4;200102
6415;8415;LENTES DE CONTACTO IQ SOFT COSMETICO +5.50;LCI-0006415;4;150;4;200102
6416;8416;LENTES DE CONTACTO IQ SOFT COSMETICO +5.25;LCI-0006416;4;150;4;200102
6417;8417;LENTES DE CONTACTO IQ SOFT COSMETICO +5.00;LCI-0006417;4;150;4;200102
6418;8418;LENTES DE CONTACTO IQ SOFT COSMETICO +4.75;LCI-0006418;4;150;4;200102
6419;8419;LENTES DE CONTACTO IQ SOFT COSMETICO +4.50;LCI-0006419;4;150;4;200102
6420;8420;LENTES DE CONTACTO IQ SOFT COSMETICO +4.25;LCI-0006420;4;150;4;200102
6421;8421;LENTES DE CONTACTO IQ SOFT COSMETICO +4.00;LCI-0006421;4;150;4;200102
6422;8422;LENTES DE CONTACTO IQ SOFT COSMETICO +3.75;LCI-0006422;4;150;4;200102
6423;8423;LENTES DE CONTACTO IQ SOFT COSMETICO +3.50;LCI-0006423;4;150;4;200102
6424;8424;LENTES DE CONTACTO IQ SOFT COSMETICO +3.25;LCI-0006424;4;150;4;200102
6425;8425;LENTES DE CONTACTO IQ SOFT COSMETICO +3.00;LCI-0006425;4;150;4;200102
6426;8426;LENTES DE CONTACTO IQ SOFT COSMETICO +2.75;LCI-0006426;4;150;4;200102
6427;8427;LENTES DE CONTACTO IQ SOFT COSMETICO +2.50;LCI-0006427;4;150;4;200102
6428;8428;LENTES DE CONTACTO IQ SOFT COSMETICO +2.25;LCI-0006428;4;150;4;200102
6429;8429;LENTES DE CONTACTO IQ SOFT COSMETICO +2.00;LCI-0006429;4;150;4;200102
6430;8430;LENTES DE CONTACTO IQ SOFT COSMETICO +1.75;LCI-0006430;4;150;4;200102
6431;8431;LENTES DE CONTACTO IQ SOFT COSMETICO +1.50;LCI-0006431;4;150;4;200102
6432;8432;LENTES DE CONTACTO IQ SOFT COSMETICO +1.25;LCI-0006432;4;150;4;200102
6433;8433;LENTES DE CONTACTO IQ SOFT COSMETICO +1.00;LCI-0006433;4;150;4;200102
6434;8434;LENTES DE CONTACTO IQ SOFT COSMETICO +0.75;LCI-0006434;4;150;4;200102
6435;8435;LENTES DE CONTACTO IQ SOFT COSMETICO +0.50;LCI-0006435;4;150;4;200102
6436;8436;LENTES DE CONTACTO IQ SOFT COSMETICO +0.25;LCI-0006436;4;150;4;200102
6437;8437;LENTES DE CONTACTO IQ SOFT COSMETICO +0.00;LCI-0006437;4;150;4;200102
6438;8438;LENTES DE CONTACTO IQ SOFT COSMETICO -0.25;LCI-0006438;4;150;4;200102
6439;8439;LENTES DE CONTACTO IQ SOFT COSMETICO -0.50;LCI-0006439;4;150;4;200102
6440;8440;LENTES DE CONTACTO IQ SOFT COSMETICO -0.75;LCI-0006440;4;150;4;200102
6441;8441;LENTES DE CONTACTO IQ SOFT COSMETICO -1.00;LCI-0006441;4;150;4;200102
6442;8442;LENTES DE CONTACTO IQ SOFT COSMETICO -1.25;LCI-0006442;4;150;4;200102
6443;8443;LENTES DE CONTACTO IQ SOFT COSMETICO -1.50;LCI-0006443;4;150;4;200102
6444;8444;LENTES DE CONTACTO IQ SOFT COSMETICO -1.75;LCI-0006444;4;150;4;200102
6445;8445;LENTES DE CONTACTO IQ SOFT COSMETICO -2.00;LCI-0006445;4;150;4;200102
6446;8446;LENTES DE CONTACTO IQ SOFT COSMETICO -2.25;LCI-0006446;4;150;4;200102
6447;8447;LENTES DE CONTACTO IQ SOFT COSMETICO -2.50;LCI-0006447;4;150;4;200102
6448;8448;LENTES DE CONTACTO IQ SOFT COSMETICO -2.75;LCI-0006448;4;150;4;200102
6449;8449;LENTES DE CONTACTO IQ SOFT COSMETICO -3.00;LCI-0006449;4;150;4;200102
6450;8450;LENTES DE CONTACTO IQ SOFT COSMETICO -3.25;LCI-0006450;4;150;4;200102
6451;8451;LENTES DE CONTACTO IQ SOFT COSMETICO -3.50;LCI-0006451;4;150;4;200102
6452;8452;LENTES DE CONTACTO IQ SOFT COSMETICO -3.75;LCI-0006452;4;150;4;200102
6453;8453;LENTES DE CONTACTO IQ SOFT COSMETICO -4.00;LCI-0006453;4;150;4;200102
6454;8454;LENTES DE CONTACTO IQ SOFT COSMETICO -4.25;LCI-0006454;4;150;4;200102
6455;8455;LENTES DE CONTACTO IQ SOFT COSMETICO -4.50;LCI-0006455;4;150;4;200102
6456;8456;LENTES DE CONTACTO IQ SOFT COSMETICO -4.75;LCI-0006456;4;150;4;200102
6457;8457;LENTES DE CONTACTO IQ SOFT COSMETICO -5.00;LCI-0006457;4;150;4;200102
6458;8458;LENTES DE CONTACTO IQ SOFT COSMETICO -5.25;LCI-0006458;4;150;4;200102
6459;8459;LENTES DE CONTACTO IQ SOFT COSMETICO -5.50;LCI-0006459;4;150;4;200102
6460;8460;LENTES DE CONTACTO IQ SOFT COSMETICO -5.75;LCI-0006460;4;150;4;200102
6461;8461;LENTES DE CONTACTO IQ SOFT COSMETICO -6.00;LCI-0006461;4;150;4;200102
6462;8462;LENTES DE CONTACTO IQ SOFT COSMETICO -6.25;LCI-0006462;4;150;4;200102
6463;8463;LENTES DE CONTACTO IQ SOFT COSMETICO -6.50;LCI-0006463;4;150;4;200102
6464;8464;LENTES DE CONTACTO IQ SOFT COSMETICO -6.75;LCI-0006464;4;150;4;200102
6465;8465;LENTES DE CONTACTO IQ SOFT COSMETICO -7.00;LCI-0006465;4;150;4;200102
6466;8466;LENTES DE CONTACTO IQ SOFT COSMETICO -7.25;LCI-0006466;4;150;4;200102
6467;8467;LENTES DE CONTACTO IQ SOFT COSMETICO -7.50;LCI-0006467;4;150;4;200102
6468;8468;LENTES DE CONTACTO IQ SOFT COSMETICO -7.75;LCI-0006468;4;150;4;200102
6469;8469;LENTES DE CONTACTO IQ SOFT COSMETICO -8.00;LCI-0006469;4;150;4;200102
6470;8470;LENTES DE CONTACTO IQ SOFT COSMETICO -8.25;LCI-0006470;4;150;4;200102
6471;8471;LENTES DE CONTACTO IQ SOFT COSMETICO -8.50;LCI-0006471;4;150;4;200102
6472;8472;LENTES DE CONTACTO IQ SOFT COSMETICO -8.75;LCI-0006472;4;150;4;200102
6473;8473;LENTES DE CONTACTO IQ SOFT COSMETICO -9.00;LCI-0006473;4;150;4;200102
6474;8474;LENTES DE CONTACTO IQ SOFT COSMETICO -9.25;LCI-0006474;4;150;4;200102
6475;8475;LENTES DE CONTACTO IQ SOFT COSMETICO -9.50;LCI-0006475;4;150;4;200102
6476;8476;LENTES DE CONTACTO IQ SOFT COSMETICO -9.75;LCI-0006476;4;150;4;200102
6477;8477;LENTES DE CONTACTO IQ SOFT COSMETICO -10.00;LCI-0006477;4;150;4;200102
6478;8478;LENTES DE CONTACTO IQ SOFT COSMETICO -10.25;LCI-0006478;4;150;4;200102
6479;8479;LENTES DE CONTACTO IQ SOFT COSMETICO -10.50;LCI-0006479;4;150;4;200102
6480;8480;LENTES DE CONTACTO IQ SOFT COSMETICO -10.75;LCI-0006480;4;150;4;200102
6481;8481;LENTES DE CONTACTO IQ SOFT COSMETICO -11.00;LCI-0006481;4;150;4;200102
6482;8482;LENTES DE CONTACTO IQ SOFT COSMETICO -11.25;LCI-0006482;4;150;4;200102
6483;8483;LENTES DE CONTACTO IQ SOFT COSMETICO -11.50;LCI-0006483;4;150;4;200102
6484;8484;LENTES DE CONTACTO IQ SOFT COSMETICO -11.75;LCI-0006484;4;150;4;200102
6485;8485;LENTES DE CONTACTO IQ SOFT COSMETICO -12.00;LCI-0006485;4;150;4;200102
6486;8486;LENTES DE CONTACTO IQ SOFT COSMETICO -12.25;LCI-0006486;4;150;4;200102
6487;8487;LENTES DE CONTACTO IQ SOFT COSMETICO -12.50;LCI-0006487;4;150;4;200102
6488;8488;LENTES DE CONTACTO IQ SOFT COSMETICO -12.75;LCI-0006488;4;150;4;200102
6489;8489;LENTES DE CONTACTO IQ SOFT COSMETICO -13.00;LCI-0006489;4;150;4;200102
6490;8490;LENTES DE CONTACTO IQ SOFT COSMETICO -13.25;LCI-0006490;4;150;4;200102
6491;8491;LENTES DE CONTACTO IQ SOFT COSMETICO -13.50;LCI-0006491;4;150;4;200102
6492;8492;LENTES DE CONTACTO IQ SOFT COSMETICO -13.75;LCI-0006492;4;150;4;200102
6493;8493;LENTES DE CONTACTO IQ SOFT COSMETICO -14.00;LCI-0006493;4;150;4;200102
6494;8494;LENTES DE CONTACTO IQ SOFT COSMETICO -14.25;LCI-0006494;4;150;4;200102
6495;8495;LENTES DE CONTACTO IQ SOFT COSMETICO -14.50;LCI-0006495;4;150;4;200102
6496;8496;LENTES DE CONTACTO IQ SOFT COSMETICO -14.75;LCI-0006496;4;150;4;200102
6497;8497;LENTES DE CONTACTO IQ SOFT COSMETICO -15.00;LCI-0006497;4;150;4;200102
6498;8498;LENTES DE CONTACTO IQ SOFT COSMETICO -15.25;LCI-0006498;4;150;4;200102
6499;8499;LENTES DE CONTACTO IQ SOFT COSMETICO -15.50;LCI-0006499;4;150;4;200102
6500;8500;LENTES DE CONTACTO IQ SOFT COSMETICO -15.75;LCI-0006500;4;150;4;200102
6501;8501;LENTES DE CONTACTO IQ SOFT COSMETICO -16.00;LCI-0006501;4;150;4;200102
6502;8502;LENTES DE CONTACTO IQ SOFT COSMETICO -16.25;LCI-0006502;4;150;4;200102
6503;8503;LENTES DE CONTACTO IQ SOFT COSMETICO -16.50;LCI-0006503;4;150;4;200102
6504;8504;LENTES DE CONTACTO IQ SOFT COSMETICO -16.75;LCI-0006504;4;150;4;200102
6505;8505;LENTES DE CONTACTO IQ SOFT COSMETICO -17.00;LCI-0006505;4;150;4;200102
6506;8506;LENTES DE CONTACTO IQ SOFT COSMETICO -17.25;LCI-0006506;4;150;4;200102
6507;8507;LENTES DE CONTACTO IQ SOFT COSMETICO -17.50;LCI-0006507;4;150;4;200102
6508;8508;LENTES DE CONTACTO IQ SOFT COSMETICO -17.75;LCI-0006508;4;150;4;200102
6509;8509;LENTES DE CONTACTO IQ SOFT COSMETICO -18.00;LCI-0006509;4;150;4;200102
6510;8510;LENTES DE CONTACTO IQ SOFT COSMETICO -18.25;LCI-0006510;4;150;4;200102
6511;8511;LENTES DE CONTACTO IQ SOFT COSMETICO -18.50;LCI-0006511;4;150;4;200102
6512;8512;LENTES DE CONTACTO IQ SOFT COSMETICO -18.75;LCI-0006512;4;150;4;200102
6513;8513;LENTES DE CONTACTO IQ SOFT COSMETICO -19.00;LCI-0006513;4;150;4;200102
6514;8514;LENTES DE CONTACTO IQ SOFT COSMETICO -19.25;LCI-0006514;4;150;4;200102
6515;8515;LENTES DE CONTACTO IQ SOFT COSMETICO -19.50;LCI-0006515;4;150;4;200102
6516;8516;LENTES DE CONTACTO IQ SOFT COSMETICO -19.75;LCI-0006516;4;150;4;200102
6517;8517;LENTES DE CONTACTO IQ SOFT COSMETICO -20.00;LCI-0006517;4;150;4;200102
