CODIGO_AUTO;CODIGO;DESCRIPCION;REFERENCIA;TIPO INSUMO DET;TIPO INSUMO;UND NEGOCIOS;CENTRO_COSTOS
7906;10018;LENTES DE CONTACTO AIR OPTIX COLORS PURE HAZEL -6.75                                                                                                                                                                                                           ;LCI-0007906;150;4;U04;200101
7907;10019;LENTES DE CONTACTO AIR OPTIX COLORS PURE HAZEL -7.00                                                                                                                                                                                                           ;LCI-0007907;150;4;U04;200101
7908;10020;LENTES DE CONTACTO AIR OPTIX COLORS PURE HAZEL -7.25                                                                                                                                                                                                           ;LCI-0007908;150;4;U04;200101
7909;10021;LENTES DE CONTACTO AIR OPTIX COLORS PURE HAZEL -7.50                                                                                                                                                                                                           ;LCI-0007909;150;4;U04;200101
7910;10022;LENTES DE CONTACTO AIR OPTIX COLORS PURE HAZEL -7.75                                                                                                                                                                                                           ;LCI-0007910;150;4;U04;200101
7911;10023;LENTES DE CONTACTO AIR OPTIX COLORS PURE HAZEL -8.00                                                                                                                                                                                                           ;LCI-0007911;150;4;U04;200101
7912;10024;LENTES DE CONTACTO AIR OPTIX COLORS BRILLANT BLUE +6.00                                                                                                                                                                                                        ;LCI-0007912;150;4;U04;200101
7913;10025;LENTES DE CONTACTO AIR OPTIX COLORS BRILLANT BLUE +5.75                                                                                                                                                                                                        ;LCI-0007913;150;4;U04;200101
7914;10026;LENTES DE CONTACTO AIR OPTIX COLORS BRILLANT BLUE +5.50                                                                                                                                                                                                        ;LCI-0007914;150;4;U04;200101
7915;10027;LENTES DE CONTACTO AIR OPTIX COLORS BRILLANT BLUE +5.25                                                                                                                                                                                                        ;LCI-0007915;150;4;U04;200101
7916;10028;LENTES DE CONTACTO AIR OPTIX COLORS BRILLANT BLUE +5.00                                                                                                                                                                                                        ;LCI-0007916;150;4;U04;200101
7917;10029;LENTES DE CONTACTO AIR OPTIX COLORS BRILLANT BLUE +4.75                                                                                                                                                                                                        ;LCI-0007917;150;4;U04;200101
7918;10030;LENTES DE CONTACTO AIR OPTIX COLORS BRILLANT BLUE +4.50                                                                                                                                                                                                        ;LCI-0007918;150;4;U04;200101
7919;10031;LENTES DE CONTACTO AIR OPTIX COLORS BRILLANT BLUE +4.25                                                                                                                                                                                                        ;LCI-0007919;150;4;U04;200101
7920;10032;LENTES DE CONTACTO AIR OPTIX COLORS BRILLANT BLUE +4.00                                                                                                                                                                                                        ;LCI-0007920;150;4;U04;200101
7921;10033;LENTES DE CONTACTO AIR OPTIX COLORS BRILLANT BLUE +3.75                                                                                                                                                                                                        ;LCI-0007921;150;4;U04;200101
7922;10034;LENTES DE CONTACTO AIR OPTIX COLORS BRILLANT BLUE +3.50                                                                                                                                                                                                        ;LCI-0007922;150;4;U04;200101
7923;10035;LENTES DE CONTACTO AIR OPTIX COLORS BRILLANT BLUE +3.25                                                                                                                                                                                                        ;LCI-0007923;150;4;U04;200101
7924;10036;LENTES DE CONTACTO AIR OPTIX COLORS BRILLANT BLUE +3.00                                                                                                                                                                                                        ;LCI-0007924;150;4;U04;200101
7925;10037;LENTES DE CONTACTO AIR OPTIX COLORS BRILLANT BLUE +2.75                                                                                                                                                                                                        ;LCI-0007925;150;4;U04;200101
7926;10038;LENTES DE CONTACTO AIR OPTIX COLORS BRILLANT BLUE +2.50                                                                                                                                                                                                        ;LCI-0007926;150;4;U04;200101
7927;10039;LENTES DE CONTACTO AIR OPTIX COLORS BRILLANT BLUE +2.25                                                                                                                                                                                                        ;LCI-0007927;150;4;U04;200101
7928;10040;LENTES DE CONTACTO AIR OPTIX COLORS BRILLANT BLUE +2.00                                                                                                                                                                                                        ;LCI-0007928;150;4;U04;200101
7929;10041;LENTES DE CONTACTO AIR OPTIX COLORS BRILLANT BLUE +1.75                                                                                                                                                                                                        ;LCI-0007929;150;4;U04;200101
7930;10042;LENTES DE CONTACTO AIR OPTIX COLORS BRILLANT BLUE +1.50                                                                                                                                                                                                        ;LCI-0007930;150;4;U04;200101
7931;10043;LENTES DE CONTACTO AIR OPTIX COLORS BRILLANT BLUE +1.25                                                                                                                                                                                                        ;LCI-0007931;150;4;U04;200101
7932;10044;LENTES DE CONTACTO AIR OPTIX COLORS BRILLANT BLUE +1.00                                                                                                                                                                                                        ;LCI-0007932;150;4;U04;200101
7933;10045;LENTES DE CONTACTO AIR OPTIX COLORS BRILLANT BLUE +0.75                                                                                                                                                                                                        ;LCI-0007933;150;4;U04;200101
7934;10046;LENTES DE CONTACTO AIR OPTIX COLORS BRILLANT BLUE +0.50                                                                                                                                                                                                        ;LCI-0007934;150;4;U04;200101
7935;10047;LENTES DE CONTACTO AIR OPTIX COLORS BRILLANT BLUE +0.25                                                                                                                                                                                                        ;LCI-0007935;150;4;U04;200101
7936;10048;LENTES DE CONTACTO AIR OPTIX COLORS BRILLANT BLUE +0.00                                                                                                                                                                                                        ;LCI-0007936;150;4;U04;200101
7937;10049;LENTES DE CONTACTO AIR OPTIX COLORS BRILLANT BLUE -0.25                                                                                                                                                                                                        ;LCI-0007937;150;4;U04;200101
7938;10050;LENTES DE CONTACTO AIR OPTIX COLORS BRILLANT BLUE -0.50                                                                                                                                                                                                        ;LCI-0007938;150;4;U04;200101
7939;10051;LENTES DE CONTACTO AIR OPTIX COLORS BRILLANT BLUE -0.75                                                                                                                                                                                                        ;LCI-0007939;150;4;U04;200101
7940;10052;LENTES DE CONTACTO AIR OPTIX COLORS BRILLANT BLUE -1.00                                                                                                                                                                                                        ;LCI-0007940;150;4;U04;200101
7941;10053;LENTES DE CONTACTO AIR OPTIX COLORS BRILLANT BLUE -1.25                                                                                                                                                                                                        ;LCI-0007941;150;4;U04;200101
7942;10054;LENTES DE CONTACTO AIR OPTIX COLORS BRILLANT BLUE -1.50                                                                                                                                                                                                        ;LCI-0007942;150;4;U04;200101
7943;10055;LENTES DE CONTACTO AIR OPTIX COLORS BRILLANT BLUE -1.75                                                                                                                                                                                                        ;LCI-0007943;150;4;U04;200101
7944;10056;LENTES DE CONTACTO AIR OPTIX COLORS BRILLANT BLUE -2.00                                                                                                                                                                                                        ;LCI-0007944;150;4;U04;200101
7945;10057;LENTES DE CONTACTO AIR OPTIX COLORS BRILLANT BLUE -2.25                                                                                                                                                                                                        ;LCI-0007945;150;4;U04;200101
7946;10058;LENTES DE CONTACTO AIR OPTIX COLORS BRILLANT BLUE -2.50                                                                                                                                                                                                        ;LCI-0007946;150;4;U04;200101
7947;10059;LENTES DE CONTACTO AIR OPTIX COLORS BRILLANT BLUE -2.75                                                                                                                                                                                                        ;LCI-0007947;150;4;U04;200101
7948;10060;LENTES DE CONTACTO AIR OPTIX COLORS BRILLANT BLUE -3.00                                                                                                                                                                                                        ;LCI-0007948;150;4;U04;200101
7949;10061;LENTES DE CONTACTO AIR OPTIX COLORS BRILLANT BLUE -3.25                                                                                                                                                                                                        ;LCI-0007949;150;4;U04;200101
7950;10062;LENTES DE CONTACTO AIR OPTIX COLORS BRILLANT BLUE -3.50                                                                                                                                                                                                        ;LCI-0007950;150;4;U04;200101
7951;10063;LENTES DE CONTACTO AIR OPTIX COLORS BRILLANT BLUE -3.75                                                                                                                                                                                                        ;LCI-0007951;150;4;U04;200101
7952;10064;LENTES DE CONTACTO AIR OPTIX COLORS BRILLANT BLUE -4.00                                                                                                                                                                                                        ;LCI-0007952;150;4;U04;200101
7953;10065;LENTES DE CONTACTO AIR OPTIX COLORS BRILLANT BLUE -4.25                                                                                                                                                                                                        ;LCI-0007953;150;4;U04;200101
7954;10066;LENTES DE CONTACTO AIR OPTIX COLORS BRILLANT BLUE -4.50                                                                                                                                                                                                        ;LCI-0007954;150;4;U04;200101
7955;10067;LENTES DE CONTACTO AIR OPTIX COLORS BRILLANT BLUE -4.75                                                                                                                                                                                                        ;LCI-0007955;150;4;U04;200101
7956;10068;LENTES DE CONTACTO AIR OPTIX COLORS BRILLANT BLUE -5.00                                                                                                                                                                                                        ;LCI-0007956;150;4;U04;200101
7957;10069;LENTES DE CONTACTO AIR OPTIX COLORS BRILLANT BLUE -5.25                                                                                                                                                                                                        ;LCI-0007957;150;4;U04;200101
7958;10070;LENTES DE CONTACTO AIR OPTIX COLORS BRILLANT BLUE -5.50                                                                                                                                                                                                        ;LCI-0007958;150;4;U04;200101
7959;10071;LENTES DE CONTACTO AIR OPTIX COLORS BRILLANT BLUE -5.75                                                                                                                                                                                                        ;LCI-0007959;150;4;U04;200101
7960;10072;LENTES DE CONTACTO AIR OPTIX COLORS BRILLANT BLUE -6.00                                                                                                                                                                                                        ;LCI-0007960;150;4;U04;200101
7961;10073;LENTES DE CONTACTO AIR OPTIX COLORS BRILLANT BLUE -6.25                                                                                                                                                                                                        ;LCI-0007961;150;4;U04;200101
7962;10074;LENTES DE CONTACTO AIR OPTIX COLORS BRILLANT BLUE -6.50                                                                                                                                                                                                        ;LCI-0007962;150;4;U04;200101
7963;10075;LENTES DE CONTACTO AIR OPTIX COLORS BRILLANT BLUE -6.75                                                                                                                                                                                                        ;LCI-0007963;150;4;U04;200101
7964;10076;LENTES DE CONTACTO AIR OPTIX COLORS BRILLANT BLUE -7.00                                                                                                                                                                                                        ;LCI-0007964;150;4;U04;200101
7965;10077;LENTES DE CONTACTO AIR OPTIX COLORS BRILLANT BLUE -7.25                                                                                                                                                                                                        ;LCI-0007965;150;4;U04;200101
7966;10078;LENTES DE CONTACTO AIR OPTIX COLORS BRILLANT BLUE -7.50                                                                                                                                                                                                        ;LCI-0007966;150;4;U04;200101
7967;10079;LENTES DE CONTACTO AIR OPTIX COLORS BRILLANT BLUE -7.75                                                                                                                                                                                                        ;LCI-0007967;150;4;U04;200101
7968;10080;LENTES DE CONTACTO AIR OPTIX COLORS BRILLANT BLUE -8.00                                                                                                                                                                                                        ;LCI-0007968;150;4;U04;200101
7969;10081;LENTES DE CONTACTO FRESHLOOK GREEN +6.00                                                                                                                                                                                                                       ;LCI-0007969;150;4;U04;200101
7970;10082;LENTES DE CONTACTO FRESHLOOK GREEN +5.75                                                                                                                                                                                                                       ;LCI-0007970;150;4;U04;200101
7971;10083;LENTES DE CONTACTO FRESHLOOK GREEN +5.50                                                                                                                                                                                                                       ;LCI-0007971;150;4;U04;200101
7972;10084;LENTES DE CONTACTO FRESHLOOK GREEN +5.25                                                                                                                                                                                                                       ;LCI-0007972;150;4;U04;200101
7973;10085;LENTES DE CONTACTO FRESHLOOK GREEN +5.00                                                                                                                                                                                                                       ;LCI-0007973;150;4;U04;200101
7974;10086;LENTES DE CONTACTO FRESHLOOK GREEN +4.75                                                                                                                                                                                                                       ;LCI-0007974;150;4;U04;200101
7975;10087;LENTES DE CONTACTO FRESHLOOK GREEN +4.50                                                                                                                                                                                                                       ;LCI-0007975;150;4;U04;200101
7976;10088;LENTES DE CONTACTO FRESHLOOK GREEN +4.25                                                                                                                                                                                                                       ;LCI-0007976;150;4;U04;200101
7977;10089;LENTES DE CONTACTO FRESHLOOK GREEN +4.00                                                                                                                                                                                                                       ;LCI-0007977;150;4;U04;200101
7978;10090;LENTES DE CONTACTO FRESHLOOK GREEN +3.75                                                                                                                                                                                                                       ;LCI-0007978;150;4;U04;200101
7979;10091;LENTES DE CONTACTO FRESHLOOK GREEN +3.50                                                                                                                                                                                                                       ;LCI-0007979;150;4;U04;200101
7980;10092;LENTES DE CONTACTO FRESHLOOK GREEN +3.25                                                                                                                                                                                                                       ;LCI-0007980;150;4;U04;200101
7981;10093;LENTES DE CONTACTO FRESHLOOK GREEN +3.00                                                                                                                                                                                                                       ;LCI-0007981;150;4;U04;200101
7982;10094;LENTES DE CONTACTO FRESHLOOK GREEN +2.75                                                                                                                                                                                                                       ;LCI-0007982;150;4;U04;200101
7983;10095;LENTES DE CONTACTO FRESHLOOK GREEN +2.50                                                                                                                                                                                                                       ;LCI-0007983;150;4;U04;200101
7984;10096;LENTES DE CONTACTO FRESHLOOK GREEN +2.25                                                                                                                                                                                                                       ;LCI-0007984;150;4;U04;200101
7985;10097;LENTES DE CONTACTO FRESHLOOK GREEN +2.00                                                                                                                                                                                                                       ;LCI-0007985;150;4;U04;200101
7986;10098;LENTES DE CONTACTO FRESHLOOK GREEN +1.75                                                                                                                                                                                                                       ;LCI-0007986;150;4;U04;200101
7987;10099;LENTES DE CONTACTO FRESHLOOK GREEN +1.50                                                                                                                                                                                                                       ;LCI-0007987;150;4;U04;200101
7988;10100;LENTES DE CONTACTO FRESHLOOK GREEN +1.25                                                                                                                                                                                                                       ;LCI-0007988;150;4;U04;200101
7989;10101;LENTES DE CONTACTO FRESHLOOK GREEN +1.00                                                                                                                                                                                                                       ;LCI-0007989;150;4;U04;200101
7990;10102;LENTES DE CONTACTO FRESHLOOK GREEN +0.75                                                                                                                                                                                                                       ;LCI-0007990;150;4;U04;200101
7991;10103;LENTES DE CONTACTO FRESHLOOK GREEN +0.50                                                                                                                                                                                                                       ;LCI-0007991;150;4;U04;200101
7992;10104;LENTES DE CONTACTO FRESHLOOK GREEN +0.25                                                                                                                                                                                                                       ;LCI-0007992;150;4;U04;200101
7993;10105;LENTES DE CONTACTO FRESHLOOK GREEN +0.00                                                                                                                                                                                                                       ;LCI-0007993;150;4;U04;200101
7994;10106;LENTES DE CONTACTO FRESHLOOK GREEN -0.25                                                                                                                                                                                                                       ;LCI-0007994;150;4;U04;200101
7995;10107;LENTES DE CONTACTO FRESHLOOK GREEN -0.50                                                                                                                                                                                                                       ;LCI-0007995;150;4;U04;200101
7996;10108;LENTES DE CONTACTO FRESHLOOK GREEN -0.75                                                                                                                                                                                                                       ;LCI-0007996;150;4;U04;200101
7997;10109;LENTES DE CONTACTO FRESHLOOK GREEN -1.00                                                                                                                                                                                                                       ;LCI-0007997;150;4;U04;200101
7998;10110;LENTES DE CONTACTO FRESHLOOK GREEN -1.25                                                                                                                                                                                                                       ;LCI-0007998;150;4;U04;200101
7999;10111;LENTES DE CONTACTO FRESHLOOK GREEN -1.50                                                                                                                                                                                                                       ;LCI-0007999;150;4;U04;200101
8000;10112;LENTES DE CONTACTO FRESHLOOK GREEN -1.75                                                                                                                                                                                                                       ;LCI-0008000;150;4;U04;200101
8001;10113;LENTES DE CONTACTO FRESHLOOK GREEN -2.00                                                                                                                                                                                                                       ;LCI-0008001;150;4;U04;200101
8002;10114;LENTES DE CONTACTO FRESHLOOK GREEN -2.25                                                                                                                                                                                                                       ;LCI-0008002;150;4;U04;200101
8003;10115;LENTES DE CONTACTO FRESHLOOK GREEN -2.50                                                                                                                                                                                                                       ;LCI-0008003;150;4;U04;200101
8004;10116;LENTES DE CONTACTO FRESHLOOK GREEN -2.75                                                                                                                                                                                                                       ;LCI-0008004;150;4;U04;200101
8005;10117;LENTES DE CONTACTO FRESHLOOK GREEN -3.00                                                                                                                                                                                                                       ;LCI-0008005;150;4;U04;200101
8006;10118;LENTES DE CONTACTO FRESHLOOK GREEN -3.25                                                                                                                                                                                                                       ;LCI-0008006;150;4;U04;200101
8007;10119;LENTES DE CONTACTO FRESHLOOK GREEN -3.50                                                                                                                                                                                                                       ;LCI-0008007;150;4;U04;200101
8008;10120;LENTES DE CONTACTO FRESHLOOK GREEN -3.75                                                                                                                                                                                                                       ;LCI-0008008;150;4;U04;200101
8009;10121;LENTES DE CONTACTO FRESHLOOK GREEN -4.00                                                                                                                                                                                                                       ;LCI-0008009;150;4;U04;200101
8010;10122;LENTES DE CONTACTO FRESHLOOK GREEN -4.25                                                                                                                                                                                                                       ;LCI-0008010;150;4;U04;200101
8011;10123;LENTES DE CONTACTO FRESHLOOK GREEN -4.50                                                                                                                                                                                                                       ;LCI-0008011;150;4;U04;200101
8012;10124;LENTES DE CONTACTO FRESHLOOK GREEN -4.75                                                                                                                                                                                                                       ;LCI-0008012;150;4;U04;200101
8013;10125;LENTES DE CONTACTO FRESHLOOK GREEN -5.00                                                                                                                                                                                                                       ;LCI-0008013;150;4;U04;200101
8014;10126;LENTES DE CONTACTO FRESHLOOK GREEN -5.25                                                                                                                                                                                                                       ;LCI-0008014;150;4;U04;200101
8015;10127;LENTES DE CONTACTO FRESHLOOK GREEN -5.50                                                                                                                                                                                                                       ;LCI-0008015;150;4;U04;200101
8016;10128;LENTES DE CONTACTO FRESHLOOK GREEN -5.75                                                                                                                                                                                                                       ;LCI-0008016;150;4;U04;200101
8017;10129;LENTES DE CONTACTO FRESHLOOK GREEN -6.00                                                                                                                                                                                                                       ;LCI-0008017;150;4;U04;200101
8018;10130;LENTES DE CONTACTO FRESHLOOK GREEN -6.25                                                                                                                                                                                                                       ;LCI-0008018;150;4;U04;200101
8019;10131;LENTES DE CONTACTO FRESHLOOK GREEN -6.50                                                                                                                                                                                                                       ;LCI-0008019;150;4;U04;200101
8020;10132;LENTES DE CONTACTO FRESHLOOK GREEN -6.75                                                                                                                                                                                                                       ;LCI-0008020;150;4;U04;200101
8021;10133;LENTES DE CONTACTO FRESHLOOK GREEN -7.00                                                                                                                                                                                                                       ;LCI-0008021;150;4;U04;200101
8022;10134;LENTES DE CONTACTO FRESHLOOK GREEN -7.25                                                                                                                                                                                                                       ;LCI-0008022;150;4;U04;200101
8023;10135;LENTES DE CONTACTO FRESHLOOK GREEN -7.50                                                                                                                                                                                                                       ;LCI-0008023;150;4;U04;200101
8024;10136;LENTES DE CONTACTO FRESHLOOK GREEN -7.75                                                                                                                                                                                                                       ;LCI-0008024;150;4;U04;200101
8025;10137;LENTES DE CONTACTO FRESHLOOK GREEN -8.00                                                                                                                                                                                                                       ;LCI-0008025;150;4;U04;200101
8026;10138;LENTES DE CONTACTO FRESHLOOK PURE HAZEL +6.00                                                                                                                                                                                                                  ;LCI-0008026;150;4;U04;200101
8027;10139;LENTES DE CONTACTO FRESHLOOK PURE HAZEL +5.75                                                                                                                                                                                                                  ;LCI-0008027;150;4;U04;200101
8028;10140;LENTES DE CONTACTO FRESHLOOK PURE HAZEL +5.50                                                                                                                                                                                                                  ;LCI-0008028;150;4;U04;200101
8029;10141;LENTES DE CONTACTO FRESHLOOK PURE HAZEL +5.25                                                                                                                                                                                                                  ;LCI-0008029;150;4;U04;200101
8030;10142;LENTES DE CONTACTO FRESHLOOK PURE HAZEL +5.00                                                                                                                                                                                                                  ;LCI-0008030;150;4;U04;200101
8031;10143;LENTES DE CONTACTO FRESHLOOK PURE HAZEL +4.75                                                                                                                                                                                                                  ;LCI-0008031;150;4;U04;200101
8032;10144;LENTES DE CONTACTO FRESHLOOK PURE HAZEL +4.50                                                                                                                                                                                                                  ;LCI-0008032;150;4;U04;200101
8033;10145;LENTES DE CONTACTO FRESHLOOK PURE HAZEL +4.25                                                                                                                                                                                                                  ;LCI-0008033;150;4;U04;200101
8034;10146;LENTES DE CONTACTO FRESHLOOK PURE HAZEL +4.00                                                                                                                                                                                                                  ;LCI-0008034;150;4;U04;200101
8035;10147;LENTES DE CONTACTO FRESHLOOK PURE HAZEL +3.75                                                                                                                                                                                                                  ;LCI-0008035;150;4;U04;200101
8036;10148;LENTES DE CONTACTO FRESHLOOK PURE HAZEL +3.50                                                                                                                                                                                                                  ;LCI-0008036;150;4;U04;200101
8037;10149;LENTES DE CONTACTO FRESHLOOK PURE HAZEL +3.25                                                                                                                                                                                                                  ;LCI-0008037;150;4;U04;200101
8038;10150;LENTES DE CONTACTO FRESHLOOK PURE HAZEL +3.00                                                                                                                                                                                                                  ;LCI-0008038;150;4;U04;200101
8039;10151;LENTES DE CONTACTO FRESHLOOK PURE HAZEL +2.75                                                                                                                                                                                                                  ;LCI-0008039;150;4;U04;200101
8040;10152;LENTES DE CONTACTO FRESHLOOK PURE HAZEL +2.50                                                                                                                                                                                                                  ;LCI-0008040;150;4;U04;200101
8041;10153;LENTES DE CONTACTO FRESHLOOK PURE HAZEL +2.25                                                                                                                                                                                                                  ;LCI-0008041;150;4;U04;200101
8042;10154;LENTES DE CONTACTO FRESHLOOK PURE HAZEL +2.00                                                                                                                                                                                                                  ;LCI-0008042;150;4;U04;200101
8043;10155;LENTES DE CONTACTO FRESHLOOK PURE HAZEL +1.75                                                                                                                                                                                                                  ;LCI-0008043;150;4;U04;200101
8044;10156;LENTES DE CONTACTO FRESHLOOK PURE HAZEL +1.50                                                                                                                                                                                                                  ;LCI-0008044;150;4;U04;200101
8045;10157;LENTES DE CONTACTO FRESHLOOK PURE HAZEL +1.25                                                                                                                                                                                                                  ;LCI-0008045;150;4;U04;200101
8046;10158;LENTES DE CONTACTO FRESHLOOK PURE HAZEL +1.00                                                                                                                                                                                                                  ;LCI-0008046;150;4;U04;200101
8047;10159;LENTES DE CONTACTO FRESHLOOK PURE HAZEL +0.75                                                                                                                                                                                                                  ;LCI-0008047;150;4;U04;200101
8048;10160;LENTES DE CONTACTO FRESHLOOK PURE HAZEL +0.50                                                                                                                                                                                                                  ;LCI-0008048;150;4;U04;200101
8049;10161;LENTES DE CONTACTO FRESHLOOK PURE HAZEL +0.25                                                                                                                                                                                                                  ;LCI-0008049;150;4;U04;200101
8050;10162;LENTES DE CONTACTO FRESHLOOK PURE HAZEL +0.00                                                                                                                                                                                                                  ;LCI-0008050;150;4;U04;200101
8051;10163;LENTES DE CONTACTO FRESHLOOK PURE HAZEL -0.25                                                                                                                                                                                                                  ;LCI-0008051;150;4;U04;200101
8052;10164;LENTES DE CONTACTO FRESHLOOK PURE HAZEL -0.50                                                                                                                                                                                                                  ;LCI-0008052;150;4;U04;200101
8053;10165;LENTES DE CONTACTO FRESHLOOK PURE HAZEL -0.75                                                                                                                                                                                                                  ;LCI-0008053;150;4;U04;200101
8054;10166;LENTES DE CONTACTO FRESHLOOK PURE HAZEL -1.00                                                                                                                                                                                                                  ;LCI-0008054;150;4;U04;200101
8055;10167;LENTES DE CONTACTO FRESHLOOK PURE HAZEL -1.25                                                                                                                                                                                                                  ;LCI-0008055;150;4;U04;200101
8056;10168;LENTES DE CONTACTO FRESHLOOK PURE HAZEL -1.50                                                                                                                                                                                                                  ;LCI-0008056;150;4;U04;200101
8057;10169;LENTES DE CONTACTO FRESHLOOK PURE HAZEL -1.75                                                                                                                                                                                                                  ;LCI-0008057;150;4;U04;200101
8058;10170;LENTES DE CONTACTO FRESHLOOK PURE HAZEL -2.00                                                                                                                                                                                                                  ;LCI-0008058;150;4;U04;200101
